

IAD | MIA | AA | 0 | 06:00 | 09:30 | 250.00
BER | DCA | American | 1 (PHL) | 13:00 | 23:30 | 750.00
BER | DCA | Delta | 0 | 15:00 | 00:59 | 700.00
BER | DCA | Air Canada | 1 (YYZ) | 17:00 | 02:30 | 800.00
BER | DCA | Swiss | 1 (ZRH) | 19:00 | 04:00 | 950.00
BER | DCA | Austrian | 1 (VIE) | 21:00 | 05:30 | 850.00
BER | DCA | Turkish | 1 (IST) | 23:00 | 07:00 | 1000.00


Here are the 16 flight plans:

DCA | EZE | American Airlines | 1 (MIA) | 08:00 | 22:45 | 850.00
DCA | EZE | Delta Air Lines | 1 (ATL) | 09:30 | 23:59 | 920.00
DCA | EZE | United Airlines | 2 (IAH, SCL) | 10:15 | 02:30 | 1100.00
DCA | EZE | LATAM | 1 (LIM) | 11:00 | 00:15 | 1000.00
DCA | EZE | Avianca | 1 (BOG) | 12:30 | 02:00 | 1050.00
DCA | EZE | Copa Airlines | 1 (PTY) | 13:45 | 03:15 | 980.00
DCA | EZE | Aeromexico | 2 (MEX, SCL) | 15:00 | 04:30 | 1250.00
DCA | EZE | Air Canada | 2 (YYZ, SCL) | 16:15 | 05:45 | 1300.00
EZE | DCA | American Airlines | 1 (MIA) | 08:30 | 19:15 | 900.00
EZE | DCA | Delta Air Lines | 1 (ATL) | 09:45 | 20:30 | 950.00
EZE | DCA | United Airlines | 2 (SCL, IAH) | 11:00 | 22:45 | 1150.00
EZE | DCA | LATAM | 1 (LIM) | 12:15 | 23:59 | 1050.00
EZE | DCA | Avianca | 1 (BOG) | 13:30 | 01:15 | 1100.00
EZE | DCA | Copa Airlines | 1 (PTY) | 14:45 | 02:45 | 1000.00
EZE | DCA | Aeromexico | 2 (SCL, MEX) | 16:00 | 05:00 | 1200.00
EZE | DCA | Air Canada | 2 (SCL, YYZ) | 17:15 | 06:30 | 1250.00


Here are the 16 flight plans:

DCA | SJD | AA | 1 (DFW) | 08:00 | 13:35 | 542.00
DCA | SJD | UA | 1 (IAH) | 10:30 | 16:05 | 578.00
DCA | SJD | DL | 1 (ATL) | 12:15 | 18:40 | 608.00
DCA | SJD | WN | 1 (HOU) | 14:00 | 20:25 | 538.00
DCA | SJD | AS | 2 (PDX, LAX) | 07:00 | 15:50 | 648.00
DCA | SJD | B6 | 1 (FLL) | 09:45 | 16:20 | 598.00
DCA | SJD | NK | 1 (FLL) | 11:15 | 17:40 | 568.00
DCA | SJD | F9 | 1 (DEN) | 13:30 | 20:55 | 628.00
SJD | DCA | AA | 1 (DFW) | 08:30 | 14:05 | 552.00
SJD | DCA | UA | 1 (IAH) | 10:00 | 15:35 | 588.00
SJD | DCA | DL | 1 (ATL) | 11:45 | 17:10 | 618.00
SJD | DCA | WN | 1 (HOU) | 13:15 | 19:40 | 548.00
SJD | DCA | AS | 2 (LAX, PDX) | 07:30 | 16:20 | 658.00
SJD | DCA | B6 | 1 (FLL) | 09:00 | 15:35 | 608.00
SJD | DCA | NK | 1 (FLL) | 10:30 | 16:55 | 578.00
SJD | DCA | F9 | 1 (DEN) | 12:00 | 19:25 | 638.00


Here are the 16 flight plans:

DCA | CAI | EgyptAir | 1 (LHR) | 08:00 | 20:30 | 850.00
DCA | CAI | Lufthansa | 2 (FRA, IST) | 10:30 | 23:15 | 1100.00
DCA | CAI | Emirates | 1 (DXB) | 12:00 | 02:45 | 1200.00
DCA | CAI | Turkish Airlines | 1 (IST) | 14:00 | 04:30 | 900.00
DCA | CAI | American Airlines | 2 (PHL, LHR) | 16:00 | 06:15 | 1300.00
DCA | CAI | British Airways | 1 (LHR) | 18:00 | 08:30 | 1000.00
DCA | CAI | Qatar Airways | 1 (DOH) | 20:00 | 10:45 | 1150.00
DCA | CAI | United Airlines | 2 (EWR, FRA) | 22:00 | 12:15 | 1250.00
CAI | DCA | EgyptAir | 1 (LHR) | 09:00 | 15:30 | 800.00
CAI | DCA | Lufthansa | 2 (FRA, PHL) | 11:30 | 19:15 | 1050.00
CAI | DCA | Emirates | 1 (DXB) | 13:00 | 21:45 | 1100.00
CAI | DCA | Turkish Airlines | 1 (IST) | 15:00 | 23:30 | 850.00
CAI | DCA | American Airlines | 2 (LHR, PHL) | 17:00 | 02:15 | 1200.00
CAI | DCA | British Airways | 1 (LHR) | 19:00 | 04:30 | 950.00
CAI | DCA | Qatar Airways | 1 (DOH) | 21:00 | 06:45 | 1000.00
CAI | DCA | United Airlines | 2 (FRA, EWR) | 23:00 | 08:15 | 1150.00


Here are the 16 flight plans:

DCA | CUN | AA | Non-stop | 08:00 | 11:35 | 450.00
DCA | CUN | UA | 1 stop (MIA) | 09:15 | 13:50 | 520.00
DCA | CUN | DL | Non-stop | 10:30 | 14:05 | 480.00
DCA | CUN | WN | 1 stop (FLL) | 11:45 | 16:20 | 550.00
DCA | CUN | B6 | Non-stop | 13:00 | 16:35 | 500.00
DCA | CUN | AS | 1 stop (TPA) | 14:15 | 18:40 | 580.00
DCA | CUN | F9 | 1 stop (CLT) | 15:30 | 20:05 | 610.00
DCA | CUN | NK | Non-stop | 16:45 | 20:20 | 530.00
CUN | DCA | AA | Non-stop | 08:30 | 12:05 | 420.00
CUN | DCA | UA | 1 stop (IAH) | 09:50 | 14:25 | 490.00
CUN | DCA | DL | Non-stop | 11:15 | 14:50 | 450.00
CUN | DCA | WN | 1 stop (HOU) | 12:40 | 16:15 | 510.00
CUN | DCA | B6 | Non-stop | 14:05 | 17:40 | 480.00
CUN | DCA | AS | 1 stop (MCO) | 15:25 | 19:00 | 540.00
CUN | DCA | F9 | 1 stop (ATL) | 16:50 | 20:25 | 570.00
CUN | DCA | NK | Non-stop | 18:15 | 21:50 | 500.00


Here are the 16 flight plans:

DCA | CPT | AA | 1 (JNB) | 08:00 | 22:30 | 1200.00
DCA | CPT | UA | 2 (LHR, JNB) | 10:00 | 01:30 | 1500.00
DCA | CPT | DL | 1 (ATL) | 12:00 | 02:00 | 1300.00
DCA | CPT | QR | 1 (DOH) | 14:00 | 04:30 | 1400.00
DCA | CPT | BA | 2 (LHR, JNB) | 16:00 | 06:30 | 1600.00
DCA | CPT | EK | 1 (DXB) | 18:00 | 08:30 | 1450.00
DCA | CPT | LH | 2 (FRA, JNB) | 20:00 | 10:30 | 1550.00
DCA | CPT | TK | 1 (IST) | 22:00 | 12:30 | 1350.00
CPT | DCA | AA | 1 (JNB) | 08:00 | 18:30 | 1200.00
CPT | DCA | UA | 2 (JNB, LHR) | 10:00 | 20:30 | 1500.00
CPT | DCA | DL | 1 (ATL) | 12:00 | 22:00 | 1300.00
CPT | DCA | QR | 1 (DOH) | 14:00 | 00:30 | 1400.00
CPT | DCA | BA | 2 (JNB, LHR) | 16:00 | 02:30 | 1600.00
CPT | DCA | EK | 1 (DXB) | 18:00 | 04:30 | 1450.00
CPT | DCA | LH | 2 (JNB, FRA) | 20:00 | 06:30 | 1550.00
CPT | DCA | TK | 1 (IST) | 22:00 | 08:30 | 1350.00


Here are the 16 flight plans:

DCA | CPH | AA | 0 | 08:00 | 18:30 | 850.00
DCA | CPH | UA | 1 (LHR) | 10:30 | 21:15 | 950.00
DCA | CPH | LH | 1 (FRA) | 12:00 | 22:50 | 1050.00
DCA | CPH | SK | 0 | 14:00 | 00:30 | 900.00
DCA | CPH | DL | 1 (AMS) | 15:30 | 02:15 | 1000.00
DCA | CPH | BA | 1 (LHR) | 17:00 | 03:45 | 1100.00
DCA | CPH | KL | 1 (AMS) | 18:30 | 05:15 | 1050.00
DCA | CPH | TK | 1 (IST) | 20:00 | 06:45 | 1200.00
CPH | DCA | AA | 0 | 09:00 | 12:30 | 800.00
CPH | DCA | UA | 1 (EWR) | 11:30 | 16:15 | 900.00
CPH | DCA | LH | 1 (FRA) | 13:00 | 18:50 | 1000.00
CPH | DCA | SK | 0 | 15:00 | 20:30 | 850.00
CPH | DCA | DL | 1 (CDG) | 16:30 | 22:15 | 1050.00
CPH | DCA | BA | 1 (LHR) | 18:00 | 00:45 | 1100.00
CPH | DCA | KL | 1 (AMS) | 19:30 | 02:15 | 1000.00
CPH | DCA | TK | 1 (IST) | 21:00 | 04:45 | 1200.00


Here are the 16 flight plans:

DCA | DXB | Emirates | 1 (LHR) | 08:00 | 19:30 | 850.00
DCA | DXB | Qatar Airways | 1 (DOH) | 10:00 | 22:00 | 900.00
DCA | DXB | Turkish Airlines | 1 (IST) | 12:00 | 00:30 | 750.00
DCA | DXB | Lufthansa | 2 (FRA, MUC) | 14:00 | 03:30 | 1100.00
DCA | DXB | American Airlines | 1 (LHR) | 16:00 | 04:30 | 1000.00
DCA | DXB | British Airways | 1 (LHR) | 18:00 | 06:30 | 950.00
DCA | DXB | United Airlines | 1 (EWR) | 20:00 | 08:30 | 1050.00
DCA | DXB | Delta Air Lines | 1 (CDG) | 22:00 | 10:30 | 1020.00

DXB | DCA | Emirates | 1 (LHR) | 02:00 | 06:30 | 850.00
DXB | DCA | Qatar Airways | 1 (DOH) | 04:00 | 08:30 | 900.00
DXB | DCA | Turkish Airlines | 1 (IST) | 06:00 | 10:30 | 750.00
DXB | DCA | Lufthansa | 2 (FRA, MUC) | 08:00 | 14:30 | 1100.00
DXB | DCA | American Airlines | 1 (LHR) | 10:00 | 16:30 | 1000.00
DXB | DCA | British Airways | 1 (LHR) | 12:00 | 18:30 | 950.00
DXB | DCA | United Airlines | 1 (EWR) | 14:00 | 20:30 | 1050.00
DXB | DCA | Delta Air Lines | 1 (CDG) | 16:00 | 22:30 | 1020.00


Here are the 16 flight plans:

DCA | DUB | AA | 1 (LHR) | 08:00 | 18:30 | 450.00
DCA | DUB | UA | 0 | 10:00 | 20:00 | 520.00
DCA | DUB | DL | 1 (CDG) | 12:00 | 22:30 | 480.00
DCA | DUB | BA | 1 (LHR) | 14:00 | 00:30 | 500.00
DCA | DUB | LH | 1 (FRA) | 16:00 | 02:30 | 550.00
DCA | DUB | KL | 1 (AMS) | 18:00 | 04:30 | 530.00
DCA | DUB | AF | 1 (CDG) | 20:00 | 06:30 | 510.00
DCA | DUB | EI | 0 | 22:00 | 08:00 | 490.00
DUB | DCA | AA | 1 (JFK) | 08:00 | 18:30 | 420.00
DUB | DCA | UA | 0 | 10:00 | 20:00 | 490.00
DUB | DCA | DL | 1 (ATL) | 12:00 | 22:30 | 450.00
DUB | DCA | BA | 1 (LHR) | 14:00 | 00:30 | 470.00
DUB | DCA | LH | 1 (FRA) | 16:00 | 02:30 | 500.00
DUB | DCA | KL | 1 (AMS) | 18:00 | 04:30 | 480.00
DUB | DCA | AF | 1 (CDG) | 20:00 | 06:30 | 460.00
DUB | DCA | EI | 0 | 22:00 | 08:00 | 440.00


Here are the 16 flight plans:

DCA | EDI | American Airlines | Non-stop | 08:00 | 18:30 | 850.00
DCA | EDI | British Airways | 1 stop (LHR) | 10:30 | 20:45 | 920.00
DCA | EDI | United Airlines | Non-stop | 12:15 | 22:40 | 780.00
DCA | EDI | Lufthansa | 1 stop (FRA) | 14:00 | 00:20 | 950.00
DCA | EDI | Delta Air Lines | Non-stop | 16:00 | 02:20 | 810.00
DCA | EDI | Air France | 1 stop (CDG) | 18:30 | 04:50 | 990.00
DCA | EDI | KLM Royal Dutch | 1 stop (AMS) | 20:45 | 07:00 | 940.00
DCA | EDI | Swiss International | 1 stop (ZRH) | 22:50 | 09:10 | 980.00
EDI | DCA | American Airlines | Non-stop | 09:00 | 11:30 | 820.00
EDI | DCA | British Airways | 1 stop (LHR) | 11:30 | 14:45 | 890.00
EDI | DCA | United Airlines | Non-stop | 13:45 | 16:15 | 750.00
EDI | DCA | Lufthansa | 1 stop (FRA) | 15:15 | 18:40 | 930.00
EDI | DCA | Delta Air Lines | Non-stop | 17:00 | 19:30 | 790.00
EDI | DCA | Air France | 1 stop (CDG) | 19:30 | 22:50 | 970.00
EDI | DCA | KLM Royal Dutch | 1 stop (AMS) | 21:45 | 01:00 | 920.00
EDI | DCA | Swiss International | 1 stop (ZRH) | 23:50 | 03:10 | 960.00


Here are the 16 flight plans:

DCA | HAN | VA | 0 | 08:00 | 21:30 | 850.00
DCA | HAN | UA | 1 (NRT) | 10:30 | 23:55 | 950.00
DCA | HAN | AA | 2 (DFW, HKG) | 12:00 | 02:20 | 1100.00
DCA | HAN | JL | 1 (NRT) | 14:00 | 02:40 | 1050.00
DCA | HAN | CX | 1 (HKG) | 16:00 | 04:10 | 1000.00
DCA | HAN | SQ | 2 (SIN, BKK) | 18:00 | 06:30 | 1250.00
DCA | HAN | QR | 1 (DOH) | 20:00 | 08:20 | 1200.00
DCA | HAN | TG | 2 (BKK, KUL) | 22:00 | 10:40 | 1300.00

HAN | DCA | VA | 0 | 09:00 | 22:30 | 800.00
HAN | DCA | UA | 1 (NRT) | 11:30 | 01:55 | 900.00
HAN | DCA | AA | 2 (HKG, DFW) | 13:00 | 03:20 | 1050.00
HAN | DCA | JL | 1 (NRT) | 15:00 | 03:40 | 1000.00
HAN | DCA | CX | 1 (HKG) | 17:00 | 05:10 | 950.00
HAN | DCA | SQ | 2 (BKK, SIN) | 19:00 | 07:30 | 1200.00
HAN | DCA | QR | 1 (DOH) | 21:00 | 09:20 | 1150.00
HAN | DCA | TG | 2 (KUL, BKK) | 23:00 | 11:40 | 1250.00


Here are the 16 flight plans:

DCA | HKG | AA | 1 (NRT) | 08:00 | 22:30 | 850.00
DCA | HKG | UA | 2 (ORD, NRT) | 10:00 | 01:30 | 1200.00
DCA | HKG | CX | 0 | 12:00 | 18:00 | 900.00
DCA | HKG | JL | 1 (HND) | 14:00 | 20:30 | 1000.00
DCA | HKG | KE | 1 (ICN) | 16:00 | 22:00 | 1100.00
DCA | HKG | PR | 2 (MNL, TPE) | 18:00 | 02:30 | 1300.00
DCA | HKG | SQ | 1 (SIN) | 20:00 | 04:30 | 1400.00
DCA | HKG | BR | 2 (TPE, KHH) | 22:00 | 06:30 | 1500.00

HKG | DCA | AA | 1 (NRT) | 08:00 | 20:30 | 900.00
HKG | DCA | UA | 2 (SFO, ORD) | 10:00 | 23:30 | 1400.00
HKG | DCA | CX | 0 | 12:00 | 16:30 | 850.00
HKG | DCA | JL | 1 (HND) | 14:00 | 20:00 | 1000.00
HKG | DCA | KE | 1 (ICN) | 16:00 | 22:30 | 1100.00
HKG | DCA | PR | 2 (MNL, YVR) | 18:00 | 02:30 | 1300.00
HKG | DCA | SQ | 1 (SIN) | 20:00 | 04:30 | 1400.00
HKG | DCA | BR | 2 (TPE, HKG) | 22:00 | 06:30 | 1500.00


Here are the 16 flight plans:

DCA | IST | Turkish Airlines | Non-stop | 08:00 | 17:30 | 850.00
DCA | IST | Lufthansa | 1 stop (FRA) | 10:30 | 20:15 | 950.00
DCA | IST | United Airlines | Non-stop | 12:45 | 22:15 | 1,050.00
DCA | IST | American Airlines | 1 stop (PHL) | 14:00 | 23:45 | 1,100.00
DCA | IST | Delta Air Lines | Non-stop | 16:15 | 00:45 | 1,200.00
DCA | IST | Austrian Airlines | 1 stop (VIE) | 18:30 | 02:10 | 1,150.00
DCA | IST | Swiss International | 1 stop (ZRH) | 20:45 | 04:20 | 1,250.00
DCA | IST | KLM Royal Dutch | 1 stop (AMS) | 22:00 | 05:40 | 1,300.00
IST | DCA | Turkish Airlines | Non-stop | 09:00 | 12:30 | 900.00
IST | DCA | Lufthansa | 1 stop (FRA) | 11:15 | 15:00 | 1,000.00
IST | DCA | United Airlines | Non-stop | 13:30 | 17:00 | 1,100.00
IST | DCA | American Airlines | 1 stop (PHL) | 15:45 | 20:20 | 1,150.00
IST | DCA | Delta Air Lines | Non-stop | 18:00 | 22:30 | 1,250.00
IST | DCA | Austrian Airlines | 1 stop (VIE) | 20:15 | 01:00 | 1,200.00
IST | DCA | Swiss International | 1 stop (ZRH) | 22:30 | 03:10 | 1,300.00
IST | DCA | KLM Royal Dutch | 1 stop (AMS) | 00:45 | 05:20 | 1,350.00


Here are the 16 flight plans:

DCA | TLV | United | 1 (LHR) | 08:00 | 18:30 | 850.00
DCA | TLV | El Al | 0 | 10:00 | 19:00 | 950.00
DCA | TLV | American | 2 (PHL, CDG) | 12:00 | 22:00 | 1100.00
DCA | TLV | Lufthansa | 1 (FRA) | 14:00 | 23:30 | 1050.00
DCA | TLV | Delta | 1 (AMS) | 16:00 | 01:30 | 1000.00
DCA | TLV | Austrian | 1 (VIE) | 18:00 | 02:30 | 1020.00
DCA | TLV | Turkish | 1 (IST) | 20:00 | 04:30 | 980.00
DCA | TLV | Swiss | 1 (ZRH) | 22:00 | 06:30 | 1080.00
TLV | DCA | El Al | 0 | 08:00 | 13:00 | 920.00
TLV | DCA | United | 1 (LHR) | 10:00 | 15:30 | 870.00
TLV | DCA | American | 2 (CDG, PHL) | 12:00 | 18:00 | 1140.00
TLV | DCA | Lufthansa | 1 (FRA) | 14:00 | 20:30 | 1040.00
TLV | DCA | Delta | 1 (AMS) | 16:00 | 22:30 | 990.00
TLV | DCA | Austrian | 1 (VIE) | 18:00 | 00:30 | 1010.00
TLV | DCA | Turkish | 1 (IST) | 20:00 | 02:30 | 960.00
TLV | DCA | Swiss | 1 (ZRH) | 22:00 | 04:30 | 1090.00


Here are the 16 flight plans:

DCA | LIM | AA | 1 (MIA) | 08:00 | 18:30 | 850.00
DCA | LIM | UA | 2 (EWR, PTY) | 10:30 | 22:15 | 950.00
DCA | LIM | DL | 1 (ATL) | 12:45 | 20:50 | 780.00
DCA | LIM | AV | 0 | 14:00 | 19:30 | 720.00
DCA | LIM | LA | 1 (SCL) | 16:15 | 23:45 | 820.00
DCA | LIM | CM | 2 (PTY, BOG) | 18:30 | 02:00 | 900.00
DCA | LIM | WN | 1 (FLL) | 20:45 | 03:15 | 800.00
DCA | LIM | B6 | 1 (JFK) | 22:50 | 05:20 | 850.00
LIM | DCA | AA | 1 (MIA) | 08:30 | 19:00 | 850.00
LIM | DCA | UA | 2 (PTY, EWR) | 10:00 | 21:45 | 950.00
LIM | DCA | DL | 1 (ATL) | 12:15 | 20:30 | 780.00
LIM | DCA | AV | 0 | 14:30 | 20:00 | 720.00
LIM | DCA | LA | 1 (SCL) | 16:45 | 23:10 | 820.00
LIM | DCA | CM | 2 (BOG, PTY) | 18:00 | 01:30 | 900.00
LIM | DCA | WN | 1 (FLL) | 20:15 | 02:45 | 800.00
LIM | DCA | B6 | 1 (JFK) | 22:20 | 04:50 | 850.00


Here are the 16 flight plans:

DCA | LHR | AA | 1 (JFK) | 08:00 | 18:30 | 850.00
DCA | LHR | BA | 0 | 10:30 | 20:50 | 950.00
DCA | LHR | UA | 1 (EWR) | 12:15 | 22:40 | 780.00
DCA | LHR | DL | 1 (ATL) | 14:00 | 00:20 | 720.00
DCA | LHR | VS | 0 | 16:00 | 02:20 | 1,020.00
DCA | LHR | AA | 1 (PHL) | 18:30 | 04:50 | 800.00
DCA | LHR | IB | 1 (MAD) | 20:45 | 06:10 | 890.00
DCA | LHR | LH | 1 (FRA) | 22:00 | 07:30 | 860.00

LHR | DCA | BA | 0 | 09:00 | 11:30 | 1,100.00
LHR | DCA | AA | 1 (JFK) | 11:30 | 14:00 | 900.00
LHR | DCA | UA | 1 (EWR) | 13:15 | 15:45 | 830.00
LHR | DCA | DL | 1 (ATL) | 15:00 | 17:30 | 770.00
LHR | DCA | VS | 0 | 17:00 | 19:30 | 1,150.00
LHR | DCA | IB | 1 (MAD) | 19:45 | 22:15 | 940.00
LHR | DCA | LH | 1 (FRA) | 21:00 | 23:30 | 910.00
LHR | DCA | AC | 1 (YYZ) | 22:30 | 01:00 | 870.00


Here are the 16 flight plans:

DCA | MAD | AA | 1 (PHL) | 08:00 | 18:30 | 850.00
DCA | MAD | Iberia | 0 | 10:00 | 20:00 | 1200.00
DCA | MAD | United | 1 (EWR) | 12:00 | 22:00 | 950.00
DCA | MAD | Lufthansa | 1 (FRA) | 14:00 | 23:30 | 1100.00
DCA | MAD | Delta | 1 (ATL) | 16:00 | 00:30 | 1000.00
DCA | MAD | KLM | 1 (AMS) | 18:00 | 02:00 | 1050.00
DCA | MAD | American | 0 | 20:00 | 04:00 | 1300.00
DCA | MAD | British Airways | 1 (LHR) | 22:00 | 06:00 | 1250.00

MAD | DCA | Iberia | 0 | 08:00 | 12:00 | 1100.00
MAD | DCA | United | 1 (EWR) | 10:00 | 14:30 | 900.00
MAD | DCA | Lufthansa | 1 (FRA) | 12:00 | 16:30 | 1000.00
MAD | DCA | Delta | 1 (ATL) | 14:00 | 18:30 | 950.00
MAD | DCA | KLM | 1 (AMS) | 16:00 | 20:30 | 1050.00
MAD | DCA | American | 0 | 18:00 | 22:00 | 1200.00
MAD | DCA | British Airways | 1 (LHR) | 20:00 | 00:30 | 1250.00
MAD | DCA | AA | 1 (PHL) | 22:00 | 02:30 | 850.00


Here are the 16 flight plans:

DCA | MEX | AA | 1 (ORD) | 08:00 | 11:30 | 542.00
DCA | MEX | UA | 0 | 09:30 | 13:00 | 620.00
DCA | MEX | DL | 1 (ATL) | 10:00 | 14:30 | 580.00
DCA | MEX | WN | 1 (BNA) | 11:00 | 15:30 | 510.00
DCA | MEX | F9 | 1 (DEN) | 12:00 | 16:30 | 450.00
DCA | MEX | AS | 1 (SFO) | 13:00 | 17:30 | 530.00
DCA | MEX | B6 | 1 (JFK) | 14:00 | 18:30 | 500.00
DCA | MEX | NK | 1 (FLL) | 15:00 | 19:30 | 480.00
MEX | DCA | AM | 0 | 08:00 | 12:30 | 650.00
MEX | DCA | VV | 1 (GDL) | 09:00 | 14:00 | 550.00
MEX | DCA | Y4 | 1 (MTY) | 10:00 | 15:00 | 520.00
MEX | DCA | VB | 1 (BJX) | 11:00 | 16:00 | 500.00
MEX | DCA | 4O | 1 (CUU) | 12:00 | 17:00 | 480.00
MEX | DCA | AA | 1 (DFW) | 13:00 | 18:00 | 540.00
MEX | DCA | DL | 1 (LAX) | 14:00 | 19:00 | 570.00
MEX | DCA | UA | 1 (SFO) | 15:00 | 20:00 | 590.00
MEX | DCA | WN | 1 (PHX) | 16:00 | 21:00 | 510.00


Here are the 16 flight plans:

DCA | MBJ | AA | 1 (MIA) | 08:00 | 12:30 | 450.00
DCA | MBJ | UA | 0 | 10:30 | 14:45 | 520.00
DCA | MBJ | DL | 1 (ATL) | 12:00 | 16:15 | 480.00
DCA | MBJ | WN | 1 (FLL) | 13:30 | 17:45 | 400.00
DCA | MBJ | B6 | 0 | 15:00 | 19:15 | 550.00
DCA | MBJ | AS | 1 (MCO) | 16:30 | 20:45 | 420.00
DCA | MBJ | F9 | 1 (CLT) | 18:00 | 22:15 | 380.00
DCA | MBJ | NK | 1 (TPA) | 19:30 | 23:45 | 410.00

MBJ | DCA | AA | 1 (MIA) | 08:00 | 12:30 | 430.00
MBJ | DCA | UA | 0 | 10:30 | 14:45 | 500.00
MBJ | DCA | DL | 1 (ATL) | 12:00 | 16:15 | 460.00
MBJ | DCA | WN | 1 (FLL) | 13:30 | 17:45 | 390.00
MBJ | DCA | B6 | 0 | 15:00 | 19:15 | 530.00
MBJ | DCA | AS | 1 (MCO) | 16:30 | 20:45 | 440.00
MBJ | DCA | F9 | 1 (CLT) | 18:00 | 22:15 | 370.00
MBJ | DCA | NK | 1 (TPA) | 19:30 | 23:45 | 400.00


Here are the 16 flight plans:

DCA | YUL | American Airlines | Non-stop | 06:00 | 08:35 | 320.00
DCA | YUL | Delta Air Lines | 1 stop (BOS) | 07:15 | 11:20 | 410.00
DCA | YUL | United Airlines | Non-stop | 09:30 | 12:05 | 350.00
DCA | YUL | Air Canada | 1 stop (EWR) | 11:00 | 14:55 | 380.00
DCA | YUL | JetBlue Airways | Non-stop | 13:45 | 16:20 | 290.00
DCA | YUL | WestJet | 1 stop (YYZ) | 15:10 | 18:35 | 420.00
DCA | YUL | Porter Airlines | Non-stop | 17:00 | 19:35 | 310.00
DCA | YUL | Southwest Airlines | 1 stop (MDW) | 18:30 | 22:05 | 440.00
YUL | DCA | Air Canada | Non-stop | 06:00 | 07:35 | 300.00
YUL | DCA | United Airlines | 1 stop (EWR) | 07:15 | 10:20 | 360.00
YUL | DCA | American Airlines | Non-stop | 09:30 | 11:05 | 330.00
YUL | DCA | Delta Air Lines | 1 stop (BOS) | 11:00 | 14:20 | 390.00
YUL | DCA | WestJet | Non-stop | 13:45 | 15:20 | 280.00
YUL | DCA | JetBlue Airways | 1 stop (JFK) | 15:10 | 18:05 | 410.00
YUL | DCA | Porter Airlines | Non-stop | 17:00 | 18:35 | 290.00
YUL | DCA | Southwest Airlines | 1 stop (MDW) | 18:30 | 21:55 | 430.00


Here are the 16 flight plans:

DCA | BOM | UA | 1 (LHR) | 08:00 | 20:30 | 850.00
DCA | BOM | AA | 2 (JFK, DXB) | 10:00 | 23:55 | 1200.00
DCA | BOM | DL | 0 | 12:00 | 01:30 | 900.00
DCA | BOM | EK | 1 (DXB) | 14:00 | 03:15 | 1100.00
DCA | BOM | QR | 1 (DOH) | 16:00 | 04:30 | 1000.00
DCA | BOM | BA | 2 (LHR, AUH) | 18:00 | 06:45 | 1300.00
DCA | BOM | LH | 1 (FRA) | 20:00 | 07:50 | 1050.00
DCA | BOM | TK | 1 (IST) | 22:00 | 09:20 | 950.00
BOM | DCA | UA | 1 (EWR) | 02:00 | 14:30 | 800.00
BOM | DCA | AA | 2 (DXB, JFK) | 04:00 | 17:25 | 1150.00
BOM | DCA | DL | 0 | 06:00 | 18:30 | 850.00
BOM | DCA | EK | 1 (DXB) | 08:00 | 20:45 | 1000.00
BOM | DCA | QR | 1 (DOH) | 10:00 | 22:10 | 950.00
BOM | DCA | BA | 2 (AUH, LHR) | 12:00 | 00:35 | 1250.00
BOM | DCA | LH | 1 (FRA) | 14:00 | 02:20 | 1050.00
BOM | DCA | TK | 1 (IST) | 16:00 | 04:40 | 900.00


Here are the 16 flight plans:

DCA | OSL | AA | 1 (LHR) | 08:00 | 18:30 | 850.00
DCA | OSL | UA | 2 (EWR, FRA) | 10:30 | 20:15 | 1050.00
DCA | OSL | DL | 1 (AMS) | 12:45 | 22:20 | 950.00
DCA | OSL | LH | 2 (FRA, CPH) | 14:15 | 23:50 | 1200.00
DCA | OSL | SK | 1 (CPH) | 16:00 | 00:40 | 1000.00
DCA | OSL | AA | 2 (PHL, LHR) | 18:30 | 02:15 | 1100.00
DCA | OSL | UA | 1 (EWR) | 20:45 | 04:20 | 900.00
DCA | OSL | DL | 2 (ATL, AMS) | 22:15 | 06:00 | 1250.00

OSL | DCA | SK | 1 (CPH) | 08:00 | 12:40 | 950.00
OSL | DCA | LH | 2 (FRA, EWR) | 10:30 | 15:15 | 1050.00
OSL | DCA | UA | 1 (EWR) | 12:45 | 17:20 | 850.00
OSL | DCA | AA | 2 (LHR, PHL) | 14:15 | 19:00 | 1100.00
OSL | DCA | DL | 1 (AMS) | 16:00 | 20:40 | 900.00
OSL | DCA | SK | 2 (CPH, FRA) | 18:30 | 23:15 | 1200.00
OSL | DCA | UA | 1 (FRA) | 20:45 | 02:20 | 1000.00
OSL | DCA | AA | 2 (LHR, JFK) | 22:15 | 04:00 | 1250.00


Here are the 16 flight plans:

DCA | PTY | AA | 1 (MIA) | 08:00 | 13:45 | 542.50
DCA | PTY | UA | 2 (EWR, FLL) | 09:30 | 16:15 | 625.00
DCA | PTY | DL | 0 | 10:00 | 14:30 | 480.00
DCA | PTY | AV | 1 (BOG) | 11:45 | 17:00 | 510.00
DCA | PTY | CM | 0 | 12:30 | 16:45 | 450.00
DCA | PTY | B6 | 1 (FLL) | 13:15 | 18:00 | 520.00
DCA | PTY | WN | 2 (BWI, FLL) | 14:00 | 19:30 | 590.00
DCA | PTY | NK | 1 (FLL) | 15:45 | 20:45 | 550.00
