

ORD | IAH | United | 0 | 08:00 | 11:15 | 250.00
MDW | CHS | UA | 1 (EWR) | 11:45 | 15:00 | 269.00
MDW | CHS | DL | 0 | 13:00 | 16:15 | 259.00
MDW | CHS | WN | 1 (ATL) | 14:15 | 17:30 | 329.00
CHS | MDW | AA | 0 | 06:30 | 08:45 | 225.00
CHS | MDW | UA | 1 (IAD) | 07:45 | 10:00 | 279.00
CHS | MDW | DL | 0 | 09:00 | 11:15 | 239.00
CHS | MDW | WN | 1 (TPA) | 10:15 | 12:30 | 299.00
CHS | MDW | AA | 0 | 11:30 | 13:45 | 245.00
CHS | MDW | UA | 1 (ORD) | 12:45 | 14:00 | 289.00
CHS | MDW | DL | 0 | 14:00 | 16:15 | 269.00
CHS | MDW | WN | 1 (MCO) | 15:15 | 17:30 | 349.00


Here are the 16 flight plans:

MDW | RAP | American Airlines | 0 | 06:00 | 08:35 | 250.00
MDW | RAP | Delta Air Lines | 1 (DEN) | 08:15 | 12:20 | 320.00
MDW | RAP | United Airlines | 0 | 10:30 | 13:05 | 280.00
MDW | RAP | Frontier Airlines | 1 (LAS) | 12:45 | 16:50 | 390.00
MDW | RAP | Spirit Airlines | 0 | 14:00 | 16:35 | 220.00
MDW | RAP | Southwest Airlines | 1 (PHX) | 15:15 | 19:20 | 350.00
MDW | RAP | Alaska Airlines | 0 | 17:00 | 19:35 | 300.00
MDW | RAP | JetBlue Airways | 1 (SFO) | 18:30 | 22:35 | 420.00
RAP | MDW | American Airlines | 0 | 06:30 | 09:05 | 230.00
RAP | MDW | Delta Air Lines | 1 (SLC) | 08:45 | 13:00 | 330.00
RAP | MDW | United Airlines | 0 | 11:15 | 13:40 | 290.00
RAP | MDW | Frontier Airlines | 1 (MSP) | 12:50 | 16:55 | 410.00
RAP | MDW | Spirit Airlines | 0 | 14:30 | 16:55 | 240.00
RAP | MDW | Southwest Airlines | 1 (DAL) | 15:45 | 19:50 | 380.00
RAP | MDW | Alaska Airlines | 0 | 17:30 | 20:05 | 310.00
RAP | MDW | JetBlue Airways | 1 (ORD) | 19:00 | 22:55 | 450.00


Here are the 16 flight plans:

MDW | FCA | American Airlines | Non-stop | 08:00 | 18:30 | 850.00
MDW | FCA | United Airlines | 1 stop (DEN) | 10:30 | 20:45 | 720.00
MDW | FCA | Delta Air Lines | Non-stop | 12:15 | 22:40 | 950.00
MDW | FCA | Lufthansa | 2 stops (ORD, FRA) | 14:00 | 09:30 (+1) | 1050.00
MDW | FCA | Spirit Airlines | 1 stop (DFW) | 16:45 | 01:10 (+1) | 620.00
MDW | FCA | Alaska Airlines | Non-stop | 18:30 | 02:55 (+1) | 980.00
MDW | FCA | Frontier Airlines | 1 stop (MSP) | 20:00 | 04:25 (+1) | 680.00
MDW | FCA | JetBlue Airways | Non-stop | 21:45 | 06:10 (+1) | 1020.00
FCA | MDW | American Airlines | Non-stop | 09:00 | 19:30 | 820.00
FCA | MDW | United Airlines | 1 stop (SFO) | 11:15 | 21:40 | 740.00
FCA | MDW | Delta Air Lines | Non-stop | 13:30 | 23:55 | 960.00
FCA | MDW | Lufthansa | 2 stops (FRA, ORD) | 15:00 | 10:30 (+1) | 1100.00
FCA | MDW | Spirit Airlines | 1 stop (LAX) | 17:30 | 02:55 (+1) | 650.00
FCA | MDW | Alaska Airlines | Non-stop | 19:15 | 03:40 (+1) | 1000.00
FCA | MDW | Frontier Airlines | 1 stop (DEN) | 20:45 | 05:10 (+1) | 700.00
FCA | MDW | JetBlue Airways | Non-stop | 22:30 | 06:55 (+1) | 1040.00


Here are the 16 flight plans:

MDW | FLG | American Airlines | 1 (DEN) | 08:00 | 11:35 | 425.00
MDW | FLG | United Airlines | 0 | 10:15 | 13:05 | 395.00
MDW | FLG | Delta Air Lines | 1 (ATL) | 12:45 | 16:20 | 475.00
MDW | FLG | Southwest Airlines | 0 | 14:30 | 17:20 | 325.00
MDW | FLG | Frontier Airlines | 1 (PHX) | 16:00 | 19:45 | 405.00
MDW | FLG | Spirit Airlines | 1 (LAS) | 18:30 | 22:15 | 445.00
MDW | FLG | Alaska Airlines | 1 (SEA) | 20:00 | 23:45 | 495.00
MDW | FLG | JetBlue Airways | 0 | 21:45 | 00:40 | 365.00

FLG | MDW | American Airlines | 1 (DEN) | 08:30 | 12:05 | 420.00
FLG | MDW | United Airlines | 0 | 10:45 | 14:35 | 385.00
FLG | MDW | Delta Air Lines | 1 (ATL) | 13:15 | 16:50 | 460.00
FLG | MDW | Southwest Airlines | 0 | 15:00 | 18:00 | 310.00
FLG | MDW | Frontier Airlines | 1 (PHX) | 16:45 | 20:30 | 415.00
FLG | MDW | Spirit Airlines | 1 (LAS) | 19:15 | 22:55 | 455.00
FLG | MDW | Alaska Airlines | 1 (SEA) | 21:00 | 00:45 | 505.00
FLG | MDW | JetBlue Airways | 0 | 22:30 | 01:20 | 375.00


Here are the 16 flight plans:

MDW | LAS | AA | 0 | 08:00 | 10:35 | 198.00
MDW | LAS | UA | 1 (DEN) | 09:15 | 12:40 | 235.00
MDW | LAS | WN | 0 | 10:45 | 13:20 | 178.00
MDW | LAS | DL | 1 (SFO) | 11:50 | 15:25 | 258.00
MDW | LAS | F9 | 0 | 13:00 | 15:35 | 148.00
MDW | LAS | AS | 1 (SEA) | 14:20 | 17:45 | 288.00
MDW | LAS | NK | 0 | 15:30 | 18:05 | 168.00
MDW | LAS | B6 | 1 (LAX) | 16:45 | 20:10 | 308.00

LAS | MDW | AA | 0 | 08:30 | 14:05 | 208.00
LAS | MDW | UA | 1 (IAH) | 09:50 | 16:25 | 245.00
LAS | MDW | WN | 0 | 11:15 | 16:50 | 188.00
LAS | MDW | DL | 1 (ATL) | 12:40 | 18:15 | 268.00
LAS | MDW | F9 | 0 | 14:00 | 18:35 | 158.00
LAS | MDW | AS | 1 (PDX) | 15:25 | 19:55 | 298.00
LAS | MDW | NK | 0 | 16:50 | 21:25 | 178.00
LAS | MDW | B6 | 1 (JFK) | 18:10 | 22:45 | 328.00


Here are the 16 flight plans:

MDW | TYS | AA | 1 (DFW) | 06:00 | 10:05 | 278.00
MDW | TYS | UA | 0 | 07:30 | 09:45 | 298.00
MDW | TYS | WN | 1 (BNA) | 08:15 | 12:20 | 248.00
MDW | TYS | DL | 1 (ATL) | 09:00 | 13:10 | 318.00
MDW | TYS | F9 | 1 (DEN) | 10:45 | 15:00 | 228.00
MDW | TYS | NK | 1 (FLL) | 12:00 | 16:15 | 268.00
MDW | TYS | AA | 0 | 13:30 | 16:00 | 338.00
MDW | TYS | WN | 1 (STL) | 15:15 | 19:20 | 288.00
TYS | MDW | UA | 0 | 06:00 | 08:15 | 258.00
TYS | MDW | DL | 1 (CVG) | 07:30 | 11:40 | 298.00
TYS | MDW | WN | 1 (BHM) | 09:00 | 13:05 | 238.00
TYS | MDW | AA | 1 (CLT) | 10:45 | 14:55 | 328.00
TYS | MDW | F9 | 1 (MCO) | 12:00 | 16:10 | 248.00
TYS | MDW | NK | 1 (TPA) | 13:30 | 17:45 | 308.00
TYS | MDW | WN | 0 | 15:15 | 17:30 | 358.00
TYS | MDW | UA | 1 (EWR) | 16:00 | 20:15 | 288.00


Here are the 16 flight plans:

MDW | AVL | AA | 1 (CLT) | 06:00 | 10:30 | 278.50
MDW | AVL | UA | 1 (EWR) | 08:30 | 13:15 | 298.00
MDW | AVL | DL | 1 (ATL) | 10:00 | 14:45 | 320.00
MDW | AVL | WN | 1 (BNA) | 12:00 | 16:30 | 250.00
MDW | AVL | AA | 2 (CLT, RDU) | 14:00 | 19:00 | 350.00
MDW | AVL | UA | 1 (ORD) | 16:00 | 20:30 | 280.00
MDW | AVL | DL | 1 (MSP) | 18:00 | 22:45 | 330.00
MDW | AVL | WN | 1 (STL) | 20:00 | 00:30 | 260.00
AVL | MDW | AA | 1 (CLT) | 06:00 | 09:30 | 268.50
AVL | MDW | UA | 1 (EWR) | 08:30 | 12:15 | 288.00
AVL | MDW | DL | 1 (ATL) | 10:00 | 13:45 | 310.00
AVL | MDW | WN | 1 (BNA) | 12:00 | 15:30 | 240.00
AVL | MDW | AA | 2 (CLT, RDU) | 14:00 | 18:00 | 340.00
AVL | MDW | UA | 1 (ORD) | 16:00 | 19:30 | 290.00
AVL | MDW | DL | 1 (MSP) | 18:00 | 21:45 | 320.00
AVL | MDW | WN | 1 (STL) | 20:00 | 23:30 | 270.00


Here are the 16 flight plans:

MDW | JAC | American Airlines | Non-stop | 08:00 | 10:30 | 450.00
MDW | JAC | United Airlines | 1 stop (DEN) | 09:15 | 12:45 | 520.00
MDW | JAC | Delta Air Lines | Non-stop | 10:45 | 13:15 | 480.00
MDW | JAC | Southwest Airlines | 1 stop (PHX) | 11:30 | 15:00 | 550.00
MDW | JAC | Alaska Airlines | Non-stop | 12:15 | 14:45 | 500.00
MDW | JAC | Frontier Airlines | 1 stop (LAS) | 13:00 | 16:30 | 580.00
MDW | JAC | Spirit Airlines | 1 stop (ORD) | 14:15 | 17:45 | 600.00
MDW | JAC | JetBlue Airways | Non-stop | 15:30 | 18:00 | 520.00
JAC | MDW | American Airlines | Non-stop | 06:00 | 08:30 | 420.00
JAC | MDW | United Airlines | 1 stop (SFO) | 07:15 | 10:45 | 490.00
JAC | MDW | Delta Air Lines | Non-stop | 08:45 | 11:15 | 450.00
JAC | MDW | Southwest Airlines | 1 stop (DAL) | 09:30 | 12:00 | 510.00
JAC | MDW | Alaska Airlines | Non-stop | 10:15 | 12:45 | 480.00
JAC | MDW | Frontier Airlines | 1 stop (MCO) | 11:00 | 14:30 | 540.00
JAC | MDW | Spirit Airlines | 1 stop (DFW) | 12:15 | 15:45 | 570.00
JAC | MDW | JetBlue Airways | Non-stop | 13:30 | 16:00 | 500.00


Here are the 16 flight plans:

MDW | EYW | American Airlines | Non-stop | 08:00 | 11:30 | 345.00
MDW | EYW | Delta Air Lines | 1 stop (ATL) | 09:15 | 13:45 | 420.00
MDW | EYW | United Airlines | Non-stop | 10:30 | 14:00 | 380.00
MDW | EYW | Spirit Airlines | 1 stop (FLL) | 11:45 | 16:15 | 280.00
MDW | EYW | Frontier Airlines | Non-stop | 13:00 | 16:30 | 320.00
MDW | EYW | Southwest Airlines | 1 stop (TPA) | 14:15 | 18:45 | 400.00
MDW | EYW | JetBlue Airways | Non-stop | 15:30 | 19:00 | 360.00
MDW | EYW | Alaska Airlines | 1 stop (MCO) | 16:45 | 21:15 | 440.00
EYW | MDW | American Airlines | Non-stop | 08:00 | 11:30 | 345.00
EYW | MDW | Delta Air Lines | 1 stop (ATL) | 09:15 | 13:45 | 420.00
EYW | MDW | United Airlines | Non-stop | 10:30 | 14:00 | 380.00
EYW | MDW | Spirit Airlines | 1 stop (FLL) | 11:45 | 16:15 | 280.00
EYW | MDW | Frontier Airlines | Non-stop | 13:00 | 16:30 | 320.00
EYW | MDW | Southwest Airlines | 1 stop (TPA) | 14:15 | 18:45 | 400.00
EYW | MDW | JetBlue Airways | Non-stop | 15:30 | 19:00 | 360.00
EYW | MDW | Alaska Airlines | 1 stop (MCO) | 16:45 | 21:15 | 440.00


Here are the 16 flight plans:

MDW | RNO | AA | 1 (DFW) | 08:00 | 11:30 | 450.00
MDW | RNO | UA | 2 (DEN, SFO) | 09:30 | 14:15 | 520.00
MDW | RNO | WN | 0 | 10:45 | 13:55 | 380.00
MDW | RNO | DL | 1 (MSP) | 12:00 | 15:20 | 480.00
MDW | RNO | AS | 1 (SEA) | 13:15 | 16:30 | 500.00
MDW | RNO | F9 | 1 (DEN) | 14:30 | 17:45 | 420.00
MDW | RNO | NK | 1 (LAS) | 15:45 | 19:00 | 440.00
MDW | RNO | B6 | 1 (LAX) | 17:00 | 20:15 | 460.00
RNO | MDW | AA | 1 (PHX) | 06:00 | 11:30 | 430.00
RNO | MDW | UA | 2 (SFO, IAH) | 07:30 | 13:45 | 550.00
RNO | MDW | WN | 0 | 09:00 | 12:10 | 390.00
RNO | MDW | DL | 1 (SLC) | 10:15 | 14:35 | 490.00
RNO | MDW | AS | 1 (PDX) | 11:30 | 15:45 | 510.00
RNO | MDW | F9 | 1 (DEN) | 12:45 | 16:00 | 450.00
RNO | MDW | NK | 1 (ORD) | 14:00 | 17:20 | 470.00
RNO | MDW | B6 | 1 (JFK) | 15:15 | 18:35 | 500.00


Here are the 16 flight plans:

MDW | TVL | American Airlines | Non-Stop | 06:00 | 08:35 | 278.00
MDW | TVL | Delta Air Lines | 1 Stop (DEN) | 08:15 | 12:10 | 298.00
MDW | TVL | United Airlines | Non-Stop | 10:30 | 13:05 | 288.00
MDW | TVL | Spirit Airlines | 1 Stop (LAS) | 12:45 | 16:50 | 258.00
MDW | TVL | Frontier Airlines | Non-Stop | 14:00 | 16:35 | 268.00
MDW | TVL | Southwest Airlines | 1 Stop (PHX) | 15:15 | 19:20 | 308.00
MDW | TVL | Alaska Airlines | Non-Stop | 17:00 | 19:35 | 298.00
MDW | TVL | JetBlue Airways | 1 Stop (SFO) | 18:30 | 22:35 | 328.00

TVL | MDW | American Airlines | Non-Stop | 06:00 | 10:35 | 278.00
TVL | MDW | Delta Air Lines | 1 Stop (SLC) | 08:15 | 12:40 | 308.00
TVL | MDW | United Airlines | Non-Stop | 10:30 | 14:05 | 288.00
TVL | MDW | Spirit Airlines | 1 Stop (ORD) | 12:45 | 16:20 | 248.00
TVL | MDW | Frontier Airlines | Non-Stop | 14:00 | 16:35 | 268.00
TVL | MDW | Southwest Airlines | 1 Stop (DAL) | 15:15 | 19:10 | 298.00
TVL | MDW | Alaska Airlines | Non-Stop | 17:00 | 19:35 | 298.00
TVL | MDW | JetBlue Airways | 1 Stop (LAX) | 18:30 | 22:25 | 328.00


Here are the 16 flight plans:

MDW | MCD | American Airlines | Non-stop | 06:00 | 08:30 | 198.00
MDW | MCD | Delta Air Lines | 1 stop (ATL) | 08:15 | 12:45 | 278.50
MDW | MCD | United Airlines | Non-stop | 10:30 | 13:00 | 220.00
MDW | MCD | Spirit Airlines | 1 stop (DFW) | 12:45 | 18:15 | 248.75
MDW | MCD | Frontier Airlines | Non-stop | 14:00 | 16:30 | 235.00
MDW | MCD | Southwest Airlines | 1 stop (STL) | 15:15 | 20:45 | 268.25
MDW | MCD | Alaska Airlines | Non-stop | 17:00 | 19:30 | 255.50
MDW | MCD | JetBlue Airways | 1 stop (BOS) | 19:30 | 00:15 | 288.00
MCD | MDW | American Airlines | Non-stop | 06:30 | 09:00 | 208.00
MCD | MDW | Delta Air Lines | 1 stop (CVG) | 08:45 | 13:15 | 298.50
MCD | MDW | United Airlines | Non-stop | 11:15 | 13:45 | 240.00
MCD | MDW | Spirit Airlines | 1 stop (ORD) | 13:30 | 18:00 | 263.75
MCD | MDW | Frontier Airlines | Non-stop | 15:45 | 18:15 | 251.00
MCD | MDW | Southwest Airlines | 1 stop (IND) | 17:15 | 22:45 | 283.25
MCD | MDW | Alaska Airlines | Non-stop | 19:45 | 22:15 | 272.50
MCD | MDW | JetBlue Airways | 1 stop (LGA) | 21:30 | 02:15 | 308.00


Here are the 16 flight plans:

MDW | PLN | AA | 1 (ORD) | 06:00 | 08:30 | 250.00
MDW | PLN | UA | 0 | 07:30 | 09:15 | 220.00
MDW | PLN | WN | 1 (DTW) | 08:00 | 10:45 | 280.00
MDW | PLN | DL | 0 | 09:00 | 11:00 | 240.00
MDW | PLN | AS | 1 (MSP) | 10:00 | 12:30 | 300.00
MDW | PLN | F9 | 0 | 11:00 | 12:45 | 200.00
MDW | PLN | NK | 1 (CLE) | 12:00 | 14:15 | 260.00
MDW | PLN | B6 | 0 | 13:00 | 14:30 | 230.00
PLN | MDW | AA | 1 (ORD) | 06:30 | 08:00 | 270.00
PLN | MDW | UA | 0 | 07:00 | 08:45 | 210.00
PLN | MDW | WN | 1 (DTW) | 08:30 | 10:15 | 290.00
PLN | MDW | DL | 0 | 09:30 | 11:15 | 250.00
PLN | MDW | AS | 1 (MSP) | 10:30 | 12:45 | 310.00
PLN | MDW | F9 | 0 | 11:30 | 13:00 | 190.00
PLN | MDW | NK | 1 (CLE) | 12:30 | 14:30 | 280.00
PLN | MDW | B6 | 0 | 13:30 | 15:00 | 240.00


Here are the 16 flight plans:

MDW | OGG | American Airlines | Non-stop | 08:00 | 14:30 | 542.00
MDW | OGG | United Airlines | 1 stop (SFO) | 09:30 | 17:15 | 623.00
MDW | OGG | Delta Air Lines | Non-stop | 11:45 | 18:10 | 599.00
MDW | OGG | Hawaiian Airlines | 1 stop (LAX) | 13:15 | 20:40 | 679.00
MDW | OGG | Alaska Airlines | 1 stop (SEA) | 14:50 | 22:20 | 649.00
MDW | OGG | Spirit Airlines | 1 stop (LAS) | 16:20 | 23:55 | 619.00
MDW | OGG | Frontier Airlines | 1 stop (DEN) | 17:45 | 01:10 | 589.00
MDW | OGG | Southwest Airlines | Non-stop | 19:10 | 02:40 | 559.00

OGG | MDW | American Airlines | Non-stop | 08:30 | 17:00 | 572.00
OGG | MDW | United Airlines | 1 stop (SFO) | 10:00 | 19:30 | 653.00
OGG | MDW | Delta Air Lines | Non-stop | 11:50 | 20:20 | 629.00
OGG | MDW | Hawaiian Airlines | 1 stop (LAX) | 13:30 | 22:00 | 709.00
OGG | MDW | Alaska Airlines | 1 stop (SEA) | 15:00 | 23:30 | 679.00
OGG | MDW | Spirit Airlines | 1 stop (LAS) | 16:30 | 01:05 | 649.00
OGG | MDW | Frontier Airlines | 1 stop (DEN) | 18:00 | 02:30 | 619.00
OGG | MDW | Southwest Airlines | Non-stop | 19:30 | 04:00 | 589.00


Here are the 16 flight plans:

MDW | RAP | AA | 0 | 06:00 | 08:15 | 215.00
MDW | RAP | UA | 1 (DEN) | 07:30 | 11:45 | 342.50
MDW | RAP | WN | 0 | 09:15 | 11:30 | 198.00
MDW | RAP | DL | 1 (MSP) | 10:45 | 14:00 | 378.00
MDW | RAP | F9 | 0 | 12:00 | 14:15 | 168.00
MDW | RAP | AA | 1 (ORD) | 13:30 | 16:45 | 299.00
MDW | RAP | UA | 0 | 15:15 | 17:30 | 239.00
MDW | RAP | WN | 1 (STL) | 16:45 | 20:00 | 289.50

RAP | MDW | UA | 0 | 06:15 | 08:30 | 229.00
RAP | MDW | AA | 1 (DFW) | 07:45 | 11:00 | 349.00
RAP | MDW | F9 | 0 | 09:30 | 11:45 | 189.00
RAP | MDW | DL | 1 (ATL) | 11:00 | 14:15 | 399.50
RAP | MDW | WN | 0 | 12:45 | 15:00 | 209.00
RAP | MDW | UA | 1 (DEN) | 14:15 | 17:30 | 319.00
RAP | MDW | AA | 0 | 15:45 | 18:00 | 249.50
RAP | MDW | F9 | 1 (MCI) | 17:15 | 20:30 | 279.00


Here are the 16 flight plans:

MDW | MYR | AA | 0 | 06:00 | 09:30 | 250.00
MDW | MYR | UA | 1 (ORD) | 08:30 | 12:15 | 320.00
MDW | MYR | DL | 0 | 10:00 | 13:30 | 280.00
MDW | MYR | WN | 1 (BNA) | 12:00 | 16:15 | 350.00
MDW | MYR | F9 | 0 | 14:00 | 17:30 | 220.00
MDW | MYR | NK | 1 (DTW) | 16:00 | 20:15 | 300.00
MDW | MYR | SY | 0 | 18:00 | 21:30 | 260.00
MDW | MYR | B6 | 1 (JFK) | 20:00 | 00:15 | 380.00

MYR | MDW | AA | 0 | 06:30 | 08:00 | 230.00
MYR | MDW | UA | 1 (EWR) | 08:00 | 12:00 | 330.00
MYR | MDW | DL | 0 | 10:30 | 12:30 | 290.00
MYR | MDW | WN | 1 (STL) | 12:30 | 16:30 | 360.00
MYR | MDW | F9 | 0 | 14:30 | 16:30 | 240.00
MYR | MDW | NK | 1 (CLE) | 16:30 | 20:30 | 310.00
MYR | MDW | SY | 0 | 18:30 | 20:30 | 270.00
MYR | MDW | B6 | 1 (BOS) | 20:30 | 00:30 | 390.00


Here are the 16 flight plans:

MDW | SFO | American Airlines | Non-stop | 06:00 | 08:30 | 350.00
MDW | SFO | United Airlines | 1 stop (DEN) | 08:15 | 12:45 | 420.00
MDW | SFO | Delta Air Lines | Non-stop | 10:30 | 13:00 | 380.00
MDW | SFO | Southwest Airlines | 1 stop (LAS) | 12:00 | 16:30 | 450.00
MDW | SFO | Alaska Airlines | Non-stop | 14:45 | 17:15 | 410.00
MDW | SFO | Spirit Airlines | 1 stop (PHX) | 16:30 | 21:00 | 480.00
MDW | SFO | Frontier Airlines | 1 stop (MSP) | 18:15 | 22:45 | 400.00
MDW | SFO | JetBlue Airways | Non-stop | 20:00 | 22:30 | 390.00
SFO | MDW | American Airlines | Non-stop | 06:30 | 12:00 | 320.00
SFO | MDW | United Airlines | 1 stop (IAH) | 08:45 | 15:15 | 440.00
SFO | MDW | Delta Air Lines | Non-stop | 11:15 | 16:45 | 360.00
SFO | MDW | Southwest Airlines | 1 stop (DAL) | 12:45 | 18:15 | 460.00
SFO | MDW | Alaska Airlines | Non-stop | 14:00 | 19:30 | 430.00
SFO | MDW | Spirit Airlines | 1 stop (ORD) | 15:30 | 20:00 | 490.00
SFO | MDW | Frontier Airlines | 1 stop (DEN) | 17:00 | 22:30 | 410.00
SFO | MDW | JetBlue Airways | Non-stop | 19:15 | 23:45 | 400.00


Here are the 16 flight plans:

MDW | OAK | AA | 1 (DEN) | 08:00 | 10:35 | 425.00
MDW | OAK | UA | 0 | 09:15 | 11:40 | 450.00
MDW | OAK | WN | 1 (PHX) | 10:30 | 13:05 | 395.00
MDW | OAK | DL | 1 (MSP) | 11:45 | 14:20 | 410.00
MDW | OAK | AS | 0 | 13:00 | 15:25 | 480.00
MDW | OAK | F9 | 1 (LAS) | 14:15 | 16:40 | 375.00
MDW | OAK | NK | 1 (DFW) | 15:30 | 18:05 | 400.00
MDW | OAK | B6 | 0 | 16:45 | 19:10 | 440.00
OAK | MDW | AA | 1 (LAX) | 08:00 | 14:35 | 455.00
OAK | MDW | UA | 0 | 09:15 | 15:40 | 480.00
OAK | MDW | WN | 1 (SAN) | 10:30 | 16:05 | 420.00
OAK | MDW | DL | 1 (SFO) | 11:45 | 17:20 | 435.00
OAK | MDW | AS | 0 | 13:00 | 18:25 | 500.00
OAK | MDW | F9 | 1 (DEN) | 14:15 | 19:40 | 405.00
OAK | MDW | NK | 1 (IAH) | 15:30 | 20:05 | 430.00
OAK | MDW | B6 | 0 | 16:45 | 21:10 | 465.00
OAK | MDW | HA | 1 (LAX) | 18:00 | 22:35 | 450.00


Here are the 16 flight plans:

MDW | SMF | AA | 1 (DEN) | 06:00 | 08:35 | 278.00
MDW | SMF | UA | 0 | 08:15 | 10:40 | 298.00
MDW | SMF | WN | 1 (LAS) | 10:45 | 13:20 | 248.00
MDW | SMF | DL | 1 (SFO) | 12:00 | 14:35 | 318.00
MDW | SMF | F9 | 1 (PHX) | 14:15 | 16:50 | 228.00
MDW | SMF | AS | 1 (SEA) | 16:30 | 19:05 | 288.00
MDW | SMF | B6 | 1 (LAX) | 18:45 | 21:20 | 258.00
MDW | SMF | NK | 1 (DFW) | 20:00 | 22:35 | 238.00
SMF | MDW | AA | 1 (PHX) | 06:00 | 11:35 | 268.00
SMF | MDW | UA | 0 | 08:15 | 14:40 | 308.00
SMF | MDW | WN | 1 (DEN) | 10:45 | 16:20 | 218.00
SMF | MDW | DL | 1 (SFO) | 12:00 | 17:35 | 338.00
SMF | MDW | F9 | 1 (LAS) | 14:15 | 19:50 | 248.00
SMF | MDW | AS | 1 (SEA) | 16:30 | 22:05 | 298.00
SMF | MDW | B6 | 1 (LAX) | 18:45 | 00:20 | 278.00
SMF | MDW | NK | 1 (DFW) | 20:00 | 01:35 | 258.00


Here are the 16 flight plans:

MDW | SAF | AA | 0 | 08:00 | 10:30 | 250.00
MDW | SAF | UA | 1 (DEN) | 09:15 | 12:45 | 320.00
MDW | SAF | WN | 0 | 10:45 | 13:15 | 280.00
MDW | SAF | DL | 1 (ATL) | 11:30 | 15:00 | 350.00
MDW | SAF | F9 | 0 | 12:00 | 14:30 | 220.00
MDW | SAF | AS | 1 (SEA) | 13:15 | 16:45 | 380.00
MDW | SAF | NK | 0 | 14:30 | 17:00 | 240.00
MDW | SAF | B6 | 1 (LAX) | 15:45 | 19:15 | 300.00
SAF | MDW | AA | 0 | 08:30 | 11:00 | 260.00
SAF | MDW | UA | 1 (IAH) | 09:45 | 13:15 | 330.00
SAF | MDW | WN | 0 | 11:00 | 13:30 | 290.00
SAF | MDW | DL | 1 (MSP) | 12:15 | 15:45 | 360.00
SAF | MDW | F9 | 0 | 13:30 | 16:00 | 230.00
SAF | MDW | AS | 1 (PDX) | 14:45 | 18:15 | 390.00
SAF | MDW | NK | 0 | 15:00 | 17:30 | 250.00
SAF | MDW | B6 | 1 (JFK) | 16:15 | 20:45 | 310.00


Here are the 16 flight plans:

MDW | ABQ | American Airlines | 1 (DFW) | 08:00 | 10:35 | 450.00
MDW | ABQ | United Airlines | 1 (DEN) | 09:15 | 11:50 | 520.00
MDW | ABQ | Delta Air Lines | 1 (MSP) | 10:30 | 13:05 | 480.00
MDW | ABQ | Southwest Airlines | 1 (STL) | 11:45 | 14:20 | 400.00
MDW | ABQ | Frontier Airlines | 1 (ORD) | 12:55 | 15:30 | 380.00
MDW | ABQ | Spirit Airlines | 1 (LAS) | 14:10 | 16:45 | 420.00
MDW | ABQ | Alaska Airlines | 1 (SEA) | 15:25 | 18:00 | 500.00
MDW | ABQ | JetBlue Airways | 1 (JFK) | 16:40 | 19:15 | 440.00
ABQ | MDW | American Airlines | 1 (DFW) | 07:00 | 09:35 | 430.00
ABQ | MDW | United Airlines | 1 (DEN) | 08:15 | 10:50 | 490.00
ABQ | MDW | Delta Air Lines | 1 (MSP) | 09:30 | 12:05 | 460.00
ABQ | MDW | Southwest Airlines | 1 (STL) | 10:45 | 13:20 | 390.00
ABQ | MDW | Frontier Airlines | 1 (ORD) | 12:00 | 14:35 | 370.00
ABQ | MDW | Spirit Airlines | 1 (LAS) | 13:15 | 15:50 | 410.00
ABQ | MDW | Alaska Airlines | 1 (SEA) | 14:30 | 17:05 | 480.00
ABQ | MDW | JetBlue Airways | 1 (JFK) | 15:45 | 18:20 | 450.00


Here are the 16 flight plans:

MDW | SAV | American Airlines | Non-stop | 06:00 | 09:15 | 278.00
MDW | SAV | Delta Air Lines | 1 stop (ATL) | 08:30 | 12:45 | 312.00
MDW | SAV | United Airlines | Non-stop | 10:15 | 13:30 | 298.00
MDW | SAV | Spirit Airlines | 1 stop (FLL) | 12:00 | 16:20 | 242.00
MDW | SAV | Frontier Airlines | Non-stop | 14:45 | 18:00 | 268.00
MDW | SAV | Southwest Airlines | 1 stop (BNA) | 16:30 | 20:50 | 288.00
MDW | SAV | JetBlue Airways | Non-stop | 18:15 | 21:30 | 258.00
MDW | SAV | Alaska Airlines | 1 stop (ORD) | 20:00 | 00:20 | 328.00
SAV | MDW | American Airlines | Non-stop | 06:00 | 08:15 | 278.00
SAV | MDW | Delta Air Lines | 1 stop (ATL) | 08:30 | 12:45 | 312.00
SAV | MDW | United Airlines | Non-stop | 10:15 | 12:30 | 298.00
SAV | MDW | Spirit Airlines | 1 stop (FLL) | 12:00 | 16:20 | 242.00
SAV | MDW | Frontier Airlines | Non-stop | 14:45 | 17:00 | 268.00
SAV | MDW | Southwest Airlines | 1 stop (BNA) | 16:30 | 20:50 | 288.00
SAV | MDW | JetBlue Airways | Non-stop | 18:15 | 20:30 | 258.00
SAV | MDW | Alaska Airlines | 1 stop (ORD) | 20:00 | 00:20 | 328.00


Here are the 16 flight plans:

MDW | JAX | American Airlines | Non-stop | 06:00 | 09:30 | 198.00
MDW | JAX | Delta Air Lines | 1 stop (ATL) | 07:30 | 11:45 | 225.00
