

Here are the 16 flight plans:

JFK | LAX | American Airlines | Non-stop | 08:00 | 11:30 | 425.00
LGA | PTY | Delta Air Lines | 1 stop (MIA) | 09:30 | 15:45 | 520.00
LGA | PTY | JetBlue Airways | Non-stop | 11:00 | 16:20 | 480.00
LGA | PTY | United Airlines | 1 stop (EWR) | 12:30 | 18:00 | 550.00
LGA | PTY | Copa Airlines | Non-stop | 14:00 | 19:15 | 500.00
LGA | PTY | Spirit Airlines | 1 stop (FLL) | 15:30 | 20:45 | 420.00
LGA | PTY | LATAM | 1 stop (MIA) | 17:00 | 22:15 | 580.00
LGA | PTY | Avianca | Non-stop | 19:00 | 00:20 | 530.00
PTY | LGA | Copa Airlines | Non-stop | 08:00 | 13:30 | 450.00
PTY | LGA | American Airlines | 1 stop (MIA) | 09:30 | 15:45 | 520.00
PTY | LGA | JetBlue Airways | Non-stop | 11:00 | 16:20 | 480.00
PTY | LGA | United Airlines | 1 stop (EWR) | 12:30 | 18:00 | 550.00
PTY | LGA | LATAM | 1 stop (MIA) | 14:00 | 19:15 | 580.00
PTY | LGA | Spirit Airlines | 1 stop (FLL) | 15:30 | 20:45 | 420.00
PTY | LGA | Avianca | Non-stop | 17:00 | 22:15 | 530.00
PTY | LGA | Delta Air Lines | 1 stop (ATL) | 19:00 | 00:20 | 590.00


Here are the 16 flight plans:

LGA | CDG | American Airlines | 0 | 08:00 | 18:30 | 850.00
LGA | CDG | Delta Air Lines | 1 (AMS) | 10:00 | 20:30 | 720.00
LGA | CDG | Air France | 0 | 12:00 | 22:30 | 950.00
LGA | CDG | Lufthansa | 1 (FRA) | 14:00 | 00:30 | 800.00
LGA | CDG | United Airlines | 0 | 16:00 | 02:30 | 900.00
LGA | CDG | Swiss International | 1 (ZRH) | 18:00 | 04:30 | 780.00
LGA | CDG | Iberia | 1 (MAD) | 20:00 | 06:30 | 820.00
LGA | CDG | British Airways | 0 | 22:00 | 08:30 | 930.00
CDG | LGA | Air France | 0 | 08:00 | 10:30 | 980.00
CDG | LGA | Delta Air Lines | 1 (AMS) | 10:00 | 13:30 | 820.00
CDG | LGA | American Airlines | 0 | 12:00 | 15:30 | 920.00
CDG | LGA | Lufthansa | 1 (FRA) | 14:00 | 17:30 | 860.00
CDG | LGA | United Airlines | 0 | 16:00 | 19:30 | 940.00
CDG | LGA | Swiss International | 1 (ZRH) | 18:00 | 21:30 | 840.00
CDG | LGA | Iberia | 1 (MAD) | 20:00 | 23:30 | 880.00
CDG | LGA | British Airways | 0 | 22:00 | 01:30 | 960.00


Here are the 16 flight plans:

LGA | HKT | AA | 1 (NRT) | 08:00 | 22:30 | 850.00
LGA | HKT | UA | 2 (SFO, HKG) | 10:30 | 02:45 | 1100.00
LGA | HKT | DL | 0 | 13:45 | 06:15 | 900.00
LGA | HKT | CX | 1 (HKG) | 16:00 | 09:30 | 1000.00
LGA | HKT | JL | 2 (NRT, BKK) | 18:30 | 12:45 | 1200.00
LGA | HKT | KE | 1 (ICN) | 20:00 | 14:30 | 1050.00
LGA | HKT | SQ | 2 (SIN, BKK) | 21:30 | 16:15 | 1300.00
LGA | HKT | TG | 1 (BKK) | 23:00 | 18:45 | 1150.00
HKT | LGA | AA | 1 (NRT) | 00:30 | 14:00 | 950.00
HKT | LGA | UA | 2 (HKG, SFO) | 02:45 | 18:15 | 1250.00
HKT | LGA | DL | 0 | 06:15 | 20:45 | 1050.00
HKT | LGA | CX | 1 (HKG) | 09:30 | 23:59 | 1150.00
HKT | LGA | JL | 2 (BKK, NRT) | 12:45 | 04:30 | 1350.00
HKT | LGA | KE | 1 (ICN) | 14:30 | 06:00 | 1100.00
HKT | LGA | SQ | 2 (BKK, SIN) | 16:15 | 08:45 | 1400.00
HKT | LGA | TG | 1 (BKK) | 18:45 | 12:30 | 1200.00


Here are the 16 flight plans:

LGA | PRG | Delta | 1 (AMS) | 08:00 | 18:30 | 850.00
LGA | PRG | Lufthansa | 2 (FRA, MUC) | 10:30 | 21:45 | 1200.00
LGA | PRG | KLM | 1 (AMS) | 12:15 | 22:40 | 900.00
LGA | PRG | United | Non-stop | 14:00 | 20:00 | 700.00
LGA | PRG | American Airlines | 1 (PHL) | 15:45 | 23:10 | 1000.00
LGA | PRG | Swiss | 2 (ZRH, GVA) | 17:00 | 02:20 | 1400.00
LGA | PRG | Czech Airlines | Non-stop | 18:30 | 22:30 | 600.00
LGA | PRG | Air France | 1 (CDG) | 20:15 | 02:45 | 1100.00

PRG | LGA | Delta | 1 (AMS) | 06:00 | 16:30 | 800.00
PRG | LGA | Lufthansa | 2 (MUC, FRA) | 08:30 | 20:45 | 1300.00
PRG | LGA | KLM | 1 (AMS) | 10:15 | 20:40 | 850.00
PRG | LGA | United | Non-stop | 12:00 | 18:00 | 650.00
PRG | LGA | American Airlines | 1 (PHL) | 13:45 | 21:10 | 950.00
PRG | LGA | Swiss | 2 (GVA, ZRH) | 15:00 | 01:20 | 1450.00
PRG | LGA | Czech Airlines | Non-stop | 16:30 | 20:30 | 550.00
PRG | LGA | Air France | 1 (CDG) | 18:15 | 00:45 | 1050.00


Here are the 16 flight plans:

LGA | KEF | Icelandair | 1 (BOS) | 08:00 | 18:30 | 450.00
LGA | KEF | Delta | 2 (BOS, FRA) | 10:00 | 22:00 | 620.00
LGA | KEF | American Airlines | 1 (PHL) | 12:00 | 20:30 | 550.00
LGA | KEF | United | 2 (EWR, LHR) | 14:00 | 23:59 | 700.00
LGA | KEF | Lufthansa | 1 (FRA) | 16:00 | 21:00 | 580.00
LGA | KEF | Air Canada | 2 (YYZ, YUL) | 18:00 | 01:00 | 650.00
LGA | KEF | British Airways | 1 (LHR) | 20:00 | 22:30 | 520.00
LGA | KEF | KLM | 2 (AMS, OSL) | 22:00 | 02:30 | 600.00
KEF | LGA | Icelandair | 1 (BOS) | 08:00 | 14:30 | 420.00
KEF | LGA | Delta | 2 (FRA, BOS) | 10:00 | 18:00 | 590.00
KEF | LGA | American Airlines | 1 (PHL) | 12:00 | 18:30 | 480.00
KEF | LGA | United | 2 (LHR, EWR) | 14:00 | 20:59 | 630.00
KEF | LGA | Lufthansa | 1 (FRA) | 16:00 | 20:00 | 510.00
KEF | LGA | Air Canada | 2 (YUL, YYZ) | 18:00 | 23:00 | 570.00
KEF | LGA | British Airways | 1 (LHR) | 20:00 | 22:30 | 460.00
KEF | LGA | KLM | 2 (OSL, AMS) | 22:00 | 01:30 | 540.00


Here are the 16 flight plans:

LGA | GIG | American Airlines | Non-stop | 08:00 | 18:30 | 849.00
LGA | GIG | Delta Air Lines | 1 stop (MIA) | 09:30 | 20:45 | 939.00
LGA | GIG | LATAM | Non-stop | 11:15 | 21:40 | 799.00
LGA | GIG | United Airlines | 1 stop (EWR) | 12:00 | 22:20 | 919.00
LGA | GIG | Avianca | 1 stop (BOG) | 13:45 | 23:59 | 989.00
LGA | GIG | Copa Airlines | 1 stop (PTY) | 14:30 | 00:15 | 949.00
LGA | GIG | Azul Brazilian Airlines | Non-stop | 15:50 | 02:10 | 869.00
LGA | GIG | Gol Transportes Aéreos | 1 stop (GRU) | 17:15 | 03:30 | 979.00
GIG | LGA | American Airlines | Non-stop | 09:00 | 17:30 | 829.00
GIG | LGA | Delta Air Lines | 1 stop (ATL) | 10:30 | 19:45 | 959.00
GIG | LGA | LATAM | Non-stop | 12:15 | 20:40 | 789.00
GIG | LGA | United Airlines | 1 stop (IAH) | 13:00 | 21:20 | 939.00
GIG | LGA | Avianca | 1 stop (LIM) | 14:45 | 22:59 | 989.00
GIG | LGA | Copa Airlines | 1 stop (SJO) | 15:30 | 23:15 | 969.00
GIG | LGA | Azul Brazilian Airlines | Non-stop | 16:50 | 01:10 | 859.00
GIG | LGA | Gol Transportes Aéreos | 1 stop (CNF) | 18:15 | 02:30 | 979.00


Here are the 16 flight plans:

LGA | FCO | American Airlines | Non-stop | 08:00 | 18:30 | 850.00
LGA | FCO | Delta Air Lines | 1 stop (CDG) | 10:30 | 20:15 | 720.00
LGA | FCO | United Airlines | Non-stop | 12:00 | 22:30 | 900.00
LGA | FCO | Lufthansa | 1 stop (FRA) | 13:30 | 23:45 | 780.00
LGA | FCO | Alitalia | Non-stop | 15:00 | 01:30 | 950.00
LGA | FCO | British Airways | 1 stop (LHR) | 16:30 | 02:45 | 820.00
LGA | FCO | Iberia | 1 stop (MAD) | 18:00 | 04:15 | 790.00
LGA | FCO | Swiss International | 1 stop (ZRH) | 19:30 | 05:45 | 860.00

FCO | LGA | American Airlines | Non-stop | 09:00 | 12:30 | 920.00
FCO | LGA | Delta Air Lines | 1 stop (AMS) | 11:30 | 15:45 | 750.00
FCO | LGA | United Airlines | Non-stop | 13:00 | 16:30 | 980.00
FCO | LGA | Lufthansa | 1 stop (MUC) | 14:30 | 18:45 | 810.00
FCO | LGA | Alitalia | Non-stop | 16:00 | 19:30 | 1000.00
FCO | LGA | British Airways | 1 stop (LHR) | 17:30 | 21:45 | 850.00
FCO | LGA | Iberia | 1 stop (BCN) | 19:00 | 23:15 | 830.00
FCO | LGA | Swiss International | 1 stop (GVA) | 20:30 | 01:45 | 890.00


Here are the 16 flight plans:

LGA | SCL | AA | 1 (MIA) | 08:00 | 22:30 | 850.00
LGA | SCL | LATAM | 0 | 09:30 | 23:15 | 1200.00
LGA | SCL | UA | 2 (EWR, IAH) | 10:45 | 02:15 | 1100.00
LGA | SCL | AV | 1 (BOG) | 12:15 | 02:45 | 950.00
LGA | SCL | DL | 1 (ATL) | 13:30 | 03:15 | 1000.00
LGA | SCL | CM | 2 (PTY, LIM) | 14:45 | 04:30 | 1250.00
LGA | SCL | BA | 1 (LHR) | 16:00 | 06:15 | 1300.00
LGA | SCL | IB | 2 (MAD, GRU) | 17:15 | 07:45 | 1400.00

SCL | LGA | LATAM | 0 | 09:00 | 21:45 | 1150.00
SCL | LGA | AA | 1 (MIA) | 10:30 | 23:15 | 1050.00
SCL | LGA | UA | 2 (IAH, EWR) | 12:00 | 02:45 | 1250.00
SCL | LGA | AV | 1 (BOG) | 13:30 | 03:30 | 1100.00
SCL | LGA | DL | 1 (ATL) | 15:00 | 04:45 | 1200.00
SCL | LGA | CM | 2 (LIM, PTY) | 16:30 | 06:15 | 1350.00
SCL | LGA | BA | 1 (LHR) | 18:00 | 07:45 | 1450.00
SCL | LGA | IB | 2 (GRU, MAD) | 19:30 | 09:15 | 1550.00


Here are the 16 flight plans:

LGA | ICN | Korean Air | 1 (NRT) | 08:00 | 20:30 | 850.00
LGA | ICN | Delta | 2 (ATL, NRT) | 10:00 | 22:30 | 950.00
LGA | ICN | Asiana | 0 | 12:00 | 15:30 | 700.00
LGA | ICN | Japan Airlines | 1 (HND) | 14:00 | 17:30 | 800.00
LGA | ICN | China Eastern | 2 (PEK, PVG) | 16:00 | 20:30 | 900.00
LGA | ICN | United | 1 (SFO) | 18:00 | 21:30 | 850.00
LGA | ICN | Air China | 2 (PEK, CKG) | 20:00 | 23:30 | 1000.00
LGA | ICN | Cathay Pacific | 1 (HKG) | 22:00 | 01:30 | 900.00
ICN | LGA | Korean Air | 1 (NRT) | 09:00 | 21:30 | 850.00
ICN | LGA | Asiana | 0 | 11:00 | 14:30 | 700.00
ICN | LGA | Delta | 2 (NRT, ATL) | 13:00 | 16:30 | 950.00
ICN | LGA | Japan Airlines | 1 (HND) | 15:00 | 18:30 | 800.00
ICN | LGA | United | 1 (SFO) | 17:00 | 20:30 | 850.00
ICN | LGA | China Eastern | 2 (PVG, PEK) | 19:00 | 22:30 | 900.00
ICN | LGA | Air China | 2 (CKG, PEK) | 21:00 | 00:30 | 1000.00
ICN | LGA | Cathay Pacific | 1 (HKG) | 23:00 | 02:30 | 900.00


Here are the 16 flight plans:

LGA | PVG | American Airlines | 1 (NRT) | 08:00 | 22:45 | 850.00
LGA | PVG | China Eastern | 0 | 10:30 | 23:15 | 720.00
LGA | PVG | Delta Air Lines | 1 (HND) | 13:15 | 02:50 | 950.00
LGA | PVG | Japan Airlines | 1 (NRT) | 15:45 | 04:30 | 900.00
LGA | PVG | Korean Air | 1 (ICN) | 17:00 | 06:15 | 1000.00
LGA | PVG | United Airlines | 1 (SFO) | 19:30 | 08:45 | 1100.00
LGA | PVG | Air China | 0 | 21:15 | 10:50 | 800.00
LGA | PVG | Cathay Pacific | 1 (HKG) | 22:45 | 12:30 | 1050.00

PVG | LGA | China Eastern | 0 | 09:00 | 21:45 | 750.00
PVG | LGA | American Airlines | 1 (NRT) | 11:30 | 00:15 | 880.00
PVG | LGA | Delta Air Lines | 1 (HND) | 14:15 | 03:50 | 980.00
PVG | LGA | Japan Airlines | 1 (NRT) | 16:45 | 06:30 | 920.00
PVG | LGA | Korean Air | 1 (ICN) | 18:00 | 08:15 | 1020.00
PVG | LGA | United Airlines | 1 (SFO) | 20:30 | 10:45 | 1120.00
PVG | LGA | Air China | 0 | 22:15 | 12:50 | 820.00
PVG | LGA | Cathay Pacific | 1 (HKG) | 23:45 | 14:30 | 1060.00


Here are the 16 flight plans:

LGA | SIN | SQ | 1 (NRT) | 08:00 | 22:35 | 850.00
LGA | SIN | JL | 2 (HND, KUL) | 09:30 | 23:50 | 1100.00
LGA | SIN | UA | 1 (HKG) | 10:15 | 01:20 | 900.00
LGA | SIN | CX | 1 (HKG) | 11:00 | 02:05 | 950.00
LGA | SIN | AA | 2 (DFW, NRT) | 12:30 | 04:40 | 1200.00
LGA | SIN | DL | 1 (TPE) | 13:45 | 05:55 | 1000.00
LGA | SIN | QR | 1 (DOH) | 15:00 | 07:10 | 1050.00
LGA | SIN | EK | 1 (DXB) | 16:15 | 08:25 | 1150.00
SIN | LGA | SQ | 1 (NRT) | 00:10 | 14:45 | 900.00
SIN | LGA | JL | 2 (KUL, HND) | 01:30 | 16:00 | 1100.00
SIN | LGA | UA | 1 (HKG) | 02:45 | 17:15 | 950.00
SIN | LGA | CX | 1 (HKG) | 04:00 | 18:30 | 1000.00
SIN | LGA | AA | 2 (NRT, DFW) | 05:15 | 20:45 | 1200.00
SIN | LGA | DL | 1 (TPE) | 06:30 | 22:00 | 1050.00
SIN | LGA | QR | 1 (DOH) | 07:45 | 23:15 | 1150.00
SIN | LGA | EK | 1 (DXB) | 09:00 | 00:30 | 1250.00


Here are the 16 flight plans:

LGA | SPU | AA | 0 | 08:00 | 12:30 | 450.00
LGA | SPU | UA | 1 (FRA) | 09:15 | 15:45 | 520.00
LGA | SPU | DL | 0 | 10:30 | 15:00 | 480.00
LGA | SPU | WN | 1 (BOS) | 11:45 | 17:15 | 550.00
LGA | SPU | AS | 0 | 13:00 | 17:30 | 500.00
LGA | SPU | B6 | 1 (JFK) | 14:15 | 19:45 | 580.00
LGA | SPU | F9 | 0 | 15:30 | 20:00 | 530.00
LGA | SPU | NK | 1 (MIA) | 16:45 | 22:15 | 610.00

SPU | LGA | AA | 0 | 08:00 | 12:30 | 420.00
SPU | LGA | UA | 1 (LHR) | 09:15 | 15:45 | 490.00
SPU | LGA | DL | 0 | 10:30 | 15:00 | 450.00
SPU | LGA | WN | 1 (ORD) | 11:45 | 17:15 | 520.00
SPU | LGA | AS | 0 | 13:00 | 17:30 | 470.00
SPU | LGA | B6 | 1 (EWR) | 14:15 | 19:45 | 540.00
SPU | LGA | F9 | 0 | 15:30 | 20:00 | 500.00
SPU | LGA | NK | 1 (ATL) | 16:45 | 22:15 | 570.00


Here are the 16 flight plans:

LGA | ARN | Norwegian | 1 (OSL) | 08:00 | 18:30 | 450.00
LGA | ARN | SAS | 0 | 10:30 | 20:00 | 550.00
LGA | ARN | Delta | 1 (AMS) | 12:00 | 22:30 | 480.00
LGA | ARN | KLM | 1 (AMS) | 14:00 | 00:30 | 520.00
LGA | ARN | Icelandair | 1 (KEF) | 16:00 | 02:30 | 500.00
LGA | ARN | American | 1 (PHL) | 18:00 | 04:30 | 510.00
LGA | ARN | United | 1 (EWR) | 20:00 | 06:30 | 490.00
LGA | ARN | Lufthansa | 1 (FRA) | 22:00 | 08:30 | 530.00
ARN | LGA | Norwegian | 1 (OSL) | 08:00 | 18:30 | 420.00
ARN | LGA | SAS | 0 | 10:30 | 20:00 | 520.00
ARN | LGA | Delta | 1 (AMS) | 12:00 | 22:30 | 450.00
ARN | LGA | KLM | 1 (AMS) | 14:00 | 00:30 | 490.00
ARN | LGA | Icelandair | 1 (KEF) | 16:00 | 02:30 | 470.00
ARN | LGA | American | 1 (PHL) | 18:00 | 04:30 | 480.00
ARN | LGA | United | 1 (EWR) | 20:00 | 06:30 | 460.00
ARN | LGA | Lufthansa | 1 (FRA) | 22:00 | 08:30 | 500.00


Here are the 16 flight plans:

LGA | SYD | Qantas | 1 (HNL) | 08:00 | 07:30 | 950.00
LGA | SYD | American | 2 (MIA, AKL) | 10:00 | 11:30 | 1200.00
LGA | SYD | Delta | 0 | 12:00 | 10:30 | 800.00
LGA | SYD | United | 1 (SFO) | 14:00 | 12:30 | 900.00
LGA | SYD | Virgin | 2 (LAX, BNE) | 16:00 | 14:30 | 1100.00
LGA | SYD | Emirates | 1 (DXB) | 18:00 | 16:30 | 1000.00
LGA | SYD | Singapore | 2 (SIN, MEL) | 20:00 | 18:30 | 1300.00
LGA | SYD | Air New Zealand | 1 (AKL) | 22:00 | 20:30 | 1050.00

SYD | LGA | Qantas | 1 (HNL) | 08:00 | 20:30 | 1050.00
SYD | LGA | American | 2 (AKL, MIA) | 10:00 | 22:30 | 1300.00
SYD | LGA | Delta | 0 | 12:00 | 10:30 | 850.00
SYD | LGA | United | 1 (SFO) | 14:00 | 12:30 | 950.00
SYD | LGA | Virgin | 2 (BNE, LAX) | 16:00 | 14:30 | 1150.00
SYD | LGA | Emirates | 1 (DXB) | 18:00 | 16:30 | 1100.00
SYD | LGA | Singapore | 2 (MEL, SIN) | 20:00 | 18:30 | 1250.00
SYD | LGA | Air New Zealand | 1 (AKL) | 22:00 | 20:30 | 1000.00


Here are the 16 flight plans:

LGA | NRT | JL | 1 (HND) | 10:30 | 14:45 | 850.00
LGA | NRT | ANA | 1 (ORD) | 13:15 | 17:30 | 900.00
LGA | NRT | UA | 2 (SFO, HND) | 08:00 | 16:15 | 1100.00
LGA | NRT | AA | 1 (DFW) | 11:45 | 16:00 | 950.00
LGA | NRT | DL | 1 (ATL) | 09:30 | 15:45 | 1000.00
LGA | NRT | JL | 0 | 16:00 | 21:15 | 1200.00
LGA | NRT | UA | 1 (EWR) | 14:15 | 19:30 | 1050.00
LGA | NRT | CX | 1 (HKG) | 12:45 | 18:00 | 1150.00
NRT | LGA | JL | 1 (HND) | 11:30 | 10:45 | 800.00
NRT | LGA | ANA | 1 (ORD) | 14:15 | 13:30 | 850.00
NRT | LGA | UA | 2 (SFO, LAX) | 09:00 | 12:15 | 1000.00
NRT | LGA | AA | 1 (DFW) | 12:45 | 12:00 | 900.00
NRT | LGA | DL | 1 (ATL) | 10:30 | 11:45 | 950.00
NRT | LGA | JL | 0 | 17:00 | 16:15 | 1100.00
NRT | LGA | UA | 1 (EWR) | 15:15 | 14:30 | 1050.00
NRT | LGA | CX | 1 (HKG) | 13:45 | 13:00 | 1150.00
NRT | LGA | AA | 2 (DFW, PHL) | 08:00 | 11:15 | 1200.00


Here are the 16 flight plans:

LGA | HND | ANA | 1 (NRT) | 09:00 | 11:30 | 850.00
LGA | HND | JAL | 0 | 11:00 | 13:30 | 950.00
LGA | HND | UA | 1 (SFO) | 14:00 | 17:30 | 720.00
LGA | HND | AA | 1 (DFW) | 16:00 | 20:30 | 800.00
LGA | HND | DL | 1 (ATL) | 18:00 | 22:30 | 750.00
LGA | HND | CX | 1 (HKG) | 20:00 | 00:30 | 900.00
LGA | HND | SQ | 1 (SIN) | 22:00 | 02:30 | 1000.00
LGA | HND | KE | 1 (ICN) | 00:00 | 04:30 | 850.00
HND | LGA | ANA | 1 (NRT) | 09:00 | 07:30 | 850.00
HND | LGA | JAL | 0 | 11:00 | 09:30 | 950.00
HND | LGA | UA | 1 (SFO) | 14:00 | 12:30 | 720.00
HND | LGA | AA | 1 (DFW) | 16:00 | 14:30 | 800.00
HND | LGA | DL | 1 (ATL) | 18:00 | 16:30 | 750.00
HND | LGA | CX | 1 (HKG) | 20:00 | 18:30 | 900.00
HND | LGA | SQ | 1 (SIN) | 22:00 | 20:30 | 1000.00
HND | LGA | KE | 1 (ICN) | 00:00 | 22:30 | 850.00
HND | LGA | JL | 0 | 02:00 | 00:30 | 950.00


Here are the 16 flight plans:

LGA | YYZ | American Airlines | Non-stop | 08:00 | 10:30 | 220.00
LGA | YYZ | Delta Air Lines | 1 stop (BOS) | 09:15 | 12:45 | 280.00
LGA | YYZ | United Airlines | Non-stop | 10:45 | 13:15 | 250.00
LGA | YYZ | Air Canada | Non-stop | 12:00 | 14:30 | 300.00
LGA | YYZ | WestJet | 1 stop (YUL) | 13:30 | 16:45 | 320.00
LGA | YYZ | Porter Airlines | Non-stop | 15:00 | 17:30 | 260.00
LGA | YYZ | JetBlue Airways | 1 stop (BUF) | 16:15 | 19:30 | 290.00
LGA | YYZ | Flair Airlines | 1 stop (YOW) | 18:00 | 21:15 | 330.00
YYZ | LGA | American Airlines | Non-stop | 08:30 | 10:00 | 230.00
YYZ | LGA | Delta Air Lines | 1 stop (DTW) | 10:00 | 13:15 | 310.00
YYZ | LGA | United Airlines | Non-stop | 11:45 | 13:15 | 240.00
YYZ | LGA | Air Canada | Non-stop | 13:15 | 14:45 | 270.00
YYZ | LGA | WestJet | 1 stop (YUL) | 14:30 | 17:45 | 340.00
YYZ | LGA | Porter Airlines | Non-stop | 16:00 | 17:30 | 280.00
YYZ | LGA | JetBlue Airways | 1 stop (BUF) | 17:15 | 20:30 | 300.00
YYZ | LGA | Flair Airlines | 1 stop (YOW) | 19:00 | 22:15 | 350.00


Here are the 16 flight plans:

LGA | YVR | American Airlines | 1 (ORD) | 08:00 | 11:35 | 450.00
LGA | YVR | Delta Air Lines | 1 (SFO) | 09:30 | 13:10 | 520.00
LGA | YVR | United Airlines | 2 (ORD, DEN) | 10:15 | 15:45 | 620.00
LGA | YVR | Air Canada | 1 (YYZ) | 11:00 | 14:40 | 580.00
LGA | YVR | WestJet | 1 (YYC) | 12:30 | 16:10 | 550.00
LGA | YVR | Alaska Airlines | 1 (SEA) | 13:45 | 17:25 | 500.00
LGA | YVR | JetBlue Airways | 1 (LAX) | 15:00 | 18:40 | 480.00
LGA | YVR | Spirit Airlines | 2 (ORD, LAS) | 16:15 | 20:55 | 650.00

YVR | LGA | Air Canada | 1 (YYZ) | 08:00 | 15:40 | 590.00
YVR | LGA | WestJet | 1 (YYC) | 09:30 | 17:10 | 570.00
YVR | LGA | Alaska Airlines | 1 (SEA) | 11:00 | 18:40 | 510.00
YVR | LGA | Delta Air Lines | 1 (SFO) | 12:30 | 20:10 | 540.00
YVR | LGA | United Airlines | 2 (DEN, ORD) | 13:45 | 22:25 | 680.00
YVR | LGA | American Airlines | 1 (ORD) | 15:00 | 23:35 | 470.00
YVR | LGA | JetBlue Airways | 1 (LAX) | 16:15 | 00:55 | 490.00
YVR | LGA | Spirit Airlines | 2 (LAS, ORD) | 17:30 | 02:10 | 710.00


Here are the 16 flight plans:

LGA | VIE | Austrian Airlines | Non-stop | 08:00 | 18:30 | 850.00
LGA | VIE | Lufthansa | 1 stop (FRA) | 10:30 | 20:15 | 950.00
LGA | VIE | Swiss International | 1 stop (ZRH) | 12:00 | 22:00 | 1050.00
LGA | VIE | United Airlines | 2 stops (EWR, FRA) | 14:00 | 00:30 | 1200.00
LGA | VIE | Delta Air Lines | Non-stop | 16:00 | 02:30 | 1100.00
LGA | VIE | American Airlines | 1 stop (PHL) | 18:00 | 04:00 | 1000.00
LGA | VIE | British Airways | 1 stop (LHR) | 20:00 | 06:00 | 1300.00
LGA | VIE | Turkish Airlines | 2 stops (IST, MUC) | 22:00 | 08:30 | 1400.00
VIE | LGA | Austrian Airlines | Non-stop | 09:00 | 13:30 | 800.00
VIE | LGA | Lufthansa | 1 stop (FRA) | 11:30 | 16:15 | 900.00
VIE | LGA | Swiss International | 1 stop (ZRH) | 13:30 | 18:30 | 1000.00
VIE | LGA | United Airlines | 2 stops (FRA, EWR) | 15:30 | 21:30 | 1100.00
VIE | LGA | Delta Air Lines | Non-stop | 17:30 | 22:00 | 1050.00
VIE | LGA | American Airlines | 1 stop (PHL) | 19:30 | 00:30 | 950.00
VIE | LGA | British Airways | 1 stop (LHR) | 21:30 | 03:30 | 1250.00
VIE | LGA | Turkish Airlines | 2 stops (MUC, IST) | 23:30 | 06:00 | 1350.00


Here are the 16 flight plans:

LGA | ZRH | Swiss | 0 | 08:00 | 18:30 | 850.00
LGA | ZRH | Lufthansa | 1 (FRA) | 10:30 | 21:15 | 920.00
LGA | ZRH | United | 1 (EWR) | 12:00 | 22:45 | 980.00
LGA | ZRH | Delta | 0 | 14:30 | 01:15 | 1050.00
LGA | ZRH | Austrian | 1 (VIE) | 16:00 | 02:30 | 1100.00
LGA | ZRH | American | 1 (PHL) | 18:00 | 04:15 | 1150.00
LGA | ZRH | Iberia | 1 (MAD) | 20:00 | 06:30 | 1200.00
LGA | ZRH | British Airways | 1 (LHR) | 22:00 | 08:15 | 1250.00
ZRH | LGA | Swiss | 0 | 09:00 | 11:30 | 800.00
ZRH | LGA | Lufthansa | 1 (FRA) | 11:30 | 14:15 | 870.00
ZRH | LGA | United | 1 (EWR) | 13:30 | 16:45 | 920.00
ZRH | LGA | Delta | 0 | 15:30 | 18:15 | 970.00
ZRH | LGA | Austrian | 1 (VIE) | 17:30 | 20:30 | 1020.00
ZRH | LGA | American | 1 (PHL) | 19:30 | 22:15 | 1070.00
ZRH | LGA | Iberia | 1 (MAD) | 21:30 | 00:30 | 1120.00
ZRH | LGA | British Airways | 1 (LHR) | 23:30 | 02:15 | 1170.00


EWR | LAX | UA | 0 | 08:00 | 11:30 | 450.00
EWR | LAX | AA | 1 (ORD) | 09:15 | 13:45 | 520.00
EWR | LAX | DL | 0 | 10:30 | 14:00 | 480.00
EWR | LAX | WN | 1 (DEN) | 11:45 | 16:15 | 550.00
EWR | LAX | AS | 0 | 13:00 | 16:30 | 500.00
EWR | LAX | B6 | 1 (JFK) | 14:15 | 18:45 | 580.00
EWR | LAX | F9 | 1 (LAS) | 15:30 | 20:00 | 600.00
EWR | LAX | NK | 1 (IAH) | 16:45 | 22:15 | 620.00
LAX | EWR | UA | 0 | 08:00 | 16:30 | 480.00
LAX | EWR | AA | 1 (DFW) | 09:15 | 18:45 | 550.00
LAX | EWR | DL | 0 | 10:30 | 19:00 | 510.00
LAX | EWR | WN | 1 (PHX) | 11:45 | 21:15 | 580.00
LAX | EWR | AS | 0 | 13:00 | 21:30 | 530.00
LAX | EWR | B6 | 1 (BOS) | 14:15 | 23:45 | 610.00
LAX | EWR | F9 | 1 (MCO) | 15:30 | 01:00 | 640.00
LAX | EWR | NK | 1 (ORD) | 16:45 | 02:15 | 660.00


Here are the 16 flight plans:

EWR | ORD | UA | 0 | 06:00 | 08:15 | 215.00
EWR | ORD | AA | 1 (MDW) | 07:30 | 10:45 | 285.00
EWR | ORD | DL | 0 | 09:00 | 11:20 | 245.00
EWR | ORD | WN | 1 (BWI) | 10:15 | 13:30 | 305.00
EWR | ORD | UA | 0 | 12:00 | 14:20 | 235.00
EWR | ORD | AS | 1 (PIT) | 13:45 | 16:50 | 320.00
EWR | ORD | F9 | 0 | 15:30 | 17:50 | 195.00
EWR | ORD | B6 | 1 (JFK) | 17:00 | 20:10 | 290.00

ORD | EWR | UA | 0 | 06:00 | 09:15 | 225.00
ORD | EWR | AA | 1 (CLT) | 07:30 | 11:40 | 310.00
